attribute,absFrequency,relFrequency
FOREMAN,24,0.00012
VALENCIA,24,0.00012
ONEIL,24,0.00012
DELACRUZ,24,0.00012
VINSON,24,0.00012
DEJESUS,24,0.00012
HYDE,24,0.00012
FORBES,24,0.00012
GILLIAM,24,0.00012
GUTHRIE,24,0.00012
WOOTEN,24,0.00012
HUBER,24,0.00012
BARLOW,24,0.00012
BOYLE,24,0.00012
MCMAHON,24,0.00012
BUCKNER,24,0.00012
ROCHA,24,0.00012
PUCKETT,24,0.00012
LANGLEY,24,0.00012
KNOWLES,24,0.00012
COOKE,24,0.00012
VELAZQUEZ,24,0.00012
WHITLEY,24,0.00012
NOEL,24,0.00012
VANG,24,0.00012
SHEA,24,0.00012
ROUSE,24,0.00012
HARTLEY,24,0.00012
MAYFIELD,24,0.00012
ELDER,24,0.00012
RANKIN,24,0.00012
HANNA,24,0.00012
COWAN,24,0.00012
LUCERO,24,0.00012
ARROYO,24,0.00012
SLAUGHTER,24,0.00012
HAAS,24,0.00012
OCONNELL,24,0.00012
MINOR,24,0.00012
KENDRICK,24,0.00012
SHIRLEY,24,0.00012
KENDALL,24,0.00012
BOUCHER,24,0.00012
ARCHER,24,0.00012
BOGGS,24,0.00012
ODELL,24,0.00012
DOUGHERTY,24,0.00012
ANDERSEN,24,0.00012
NEWELL,24,0.00012
CROWE,24,0.00012
WANG,24,0.00012
FRIEDMAN,24,0.00012
BLAND,24,0.00012
SWAIN,24,0.00012
HOLLEY,24,0.00012
FELIX,24,0.00012
PEARCE,24,0.00012
CHILDS,24,0.00012
YARBROUGH,24,0.00012
GALVAN,24,0.00012
PROCTOR,24,0.00012
MEEKS,24,0.00012
LOZANO,24,0.00012
MORA,24,0.00012
RANGEL,24,0.00012
BACON,24,0.00012
VILLANUEVA,24,0.00012
SCHAEFER,24,0.00012
ROSADO,24,0.00012
HELMS,24,0.00012
BOYCE,24,0.00012
GOSS,24,0.00012
STINSON,22,0.00011
SMART,22,0.00011
LAKE,22,0.00011
IBARRA,22,0.00011
HUTCHINS,22,0.00011
COVINGTON,22,0.00011
REYNA,22,0.00011
GREGG,22,0.00011
WERNER,22,0.00011
CROWLEY,22,0.00011
HATCHER,22,0.00011
MACKEY,22,0.00011
BUNCH,22,0.00011
WOMACK,22,0.00011
POLK,22,0.00011
JAMISON,22,0.00011
DODD,22,0.00011
CHILDRESS,22,0.00011
CHILDERS,22,0.00011
CAMP,22,0.00011
VILLA,22,0.00011
DYE,22,0.00011
SPRINGER,22,0.00011
MAHONEY,22,0.00011
DAILEY,22,0.00011
BELCHER,22,0.00011
LOCKHART,22,0.00011
GRIGGS,22,0.00011
COSTA,22,0.00011
CONNOR,22,0.00011
BRANDT,22,0.00011
WINTER,22,0.00011
WALDEN,22,0.00011
MOSER,22,0.00011
TRACY,22,0.00011
TATUM,22,0.00011
MCCANN,22,0.00011
AKERS,22,0.00011
LUTZ,22,0.00011
PRYOR,22,0.00011
LAW,22,0.00011
OROZCO,22,0.00011
MCALLISTER,22,0.00011
LUGO,22,0.00011
DAVIES,22,0.00011
SHOEMAKER,22,0.00011
MADISON,22,0.00011
RUTHERFORD,22,0.00011
NEWSOME,22,0.00011
MAGEE,22,0.00011
CHAMBERLAIN,22,0.00011
BLANTON,22,0.00011
SIMMS,22,0.00011
GODFREY,22,0.00011
FLANAGAN,22,0.00011
CRUM,22,0.00011
CORDOVA,22,0.00011
ESCOBAR,22,0.00011
DOWNING,22,0.00011
SINCLAIR,22,0.00011
DONAHUE,22,0.00011
KRUEGER,22,0.00011
MCGINNIS,22,0.00011
GORE,22,0.00011
FARRIS,22,0.00011
WEBBER,22,0.00011
CORBETT,22,0.00011
ANDRADE,22,0.00011
STARR,22,0.00011
LYON,22,0.00011
YODER,22,0.00011
HASTINGS,22,0.00011
MCGRATH,22,0.00011
SPIVEY,22,0.00011
KRAUSE,22,0.00011
HARDEN,22,0.00011
CRABTREE,22,0.00011
KIRKPATRICK,22,0.00011
HOLLIS,22,0.00011
BRANDON,22,0.00011
ARRINGTON,22,0.00011
ERVIN,22,0.00011
CLIFTON,22,0.00011
RITTER,22,0.00011
MCGHEE,22,0.00011
BOLDEN,22,0.00011
MALONEY,22,0.00011
GAGNON,22,0.00011
DUNBAR,22,0.00011
PONCE,22,0.00011
PIKE,22,0.00011
MAYES,22,0.00011
HEARD,22,0.00011
BEATTY,22,0.00011
MOBLEY,22,0.00011
KIMBALL,22,0.00011
BUTTS,22,0.00011
MONTES,22,0.00011
HERBERT,22,0.00011
GRADY,22,0.00011
ELDRIDGE,22,0.00011
BRAUN,22,0.00011
HAMM,22,0.00011
GIBBONS,22,0.00011
SEYMOUR,22,0.00011
MOYER,22,0.00011
MANLEY,22,0.00011
HERRON,22,0.00011
PLUMMER,22,0.00011
ELMORE,22,0.00011
CRAMER,22,0.00011
GARY,22,0.00011
RUCKER,22,0.00011
HILTON,22,0.00011
BLUE,22,0.00011
PIERSON,22,0.00011
FONTENOT,22,0.00011
FIELD,22,0.00011
RUBIO,22,0.00011
GRACE,22,0.00011
GOLDSTEIN,22,0.00011
ELKINS,22,0.00011
WILLS,20,0.0001
NOVAK,20,0.0001
JOHN,20,0.0001
HICKEY,20,0.0001
WORLEY,20,0.0001
GORMAN,20,0.0001
KATZ,20,0.0001
DICKINSON,20,0.0001
BROUSSARD,20,0.0001
FRITZ,20,0.0001
WOODRUFF,20,0.0001
CROW,20,0.0001
CHRISTOPHER,20,0.0001
BRITTON,20,0.0001
FORREST,20,0.0001
NANCE,20,0.0001
LEHMAN,20,0.0001
BINGHAM,20,0.0001
ZUNIGA,20,0.0001
WHALEY,20,0.0001
SHAFER,20,0.0001
COFFMAN,20,0.0001
STEWARD,20,0.0001
DELAROSA,20,0.0001
NIX,20,0.0001
NEELY,20,0.0001
NUMBERS,20,0.0001
MATA,20,0.0001
MANUEL,20,0.0001
DAVILA,20,0.0001
MCCABE,20,0.0001
KESSLER,20,0.0001
EMERY,20,0.0001
BOWLING,20,0.0001
HINKLE,20,0.0001
WELSH,20,0.0001
PAGAN,20,0.0001
GOLDBERG,20,0.0001
GOINS,20,0.0001
CROUCH,20,0.0001
CUEVAS,20,0.0001
QUINONES,20,0.0001
MCDERMOTT,20,0.0001
HENDRICKSON,20,0.0001
SAMUELS,20,0.0001
DENTON,20,0.0001
BERGERON,20,0.0001
LAM,20,0.0001
IVEY,20,0.0001
LOCKE,20,0.0001
HAINES,20,0.0001
THURMAN,20,0.0001
SNELL,20,0.0001
HOSKINS,20,0.0001
BYRNE,20,0.0001
MILTON,20,0.0001
WINSTON,20,0.0001
ARTHUR,20,0.0001
ARIAS,20,0.0001
STANFORD,20,0.0001
ROE,20,0.0001
CORBIN,20,0.0001
BELTRAN,20,0.0001
CHAPPELL,20,0.0001
HURT,20,0.0001
DOWNEY,20,0.0001
DOOLEY,20,0.0001
TUTTLE,20,0.0001
COUCH,20,0.0001
PAYTON,20,0.0001
MCELROY,20,0.0001
CROCKETT,20,0.0001
GROVES,20,0.0001
CLEMENT,20,0.0001
LESLIE,20,0.0001
CARTWRIGHT,20,0.0001
DICKEY,20,0.0001
MCGILL,20,0.0001
DUBOIS,20,0.0001
MUNIZ,20,0.0001
ERWIN,20,0.0001
SELF,20,0.0001
TOLBERT,20,0.0001
DEMPSEY,20,0.0001
CISNEROS,20,0.0001
SEWELL,20,0.0001
LATHAM,20,0.0001
GARLAND,20,0.0001
VIGIL,20,0.0001
TAPIA,20,0.0001
STERLING,20,0.0001
RAINEY,20,0.0001
NORWOOD,20,0.0001
LACY,20,0.0001
STROUD,20,0.0001
MEADE,20,0.0001
AMOS,20,0.0001
TIPTON,20,0.0001
LORD,20,0.0001
KUHN,20,0.0001
HILLIARD,20,0.0001
BONILLA,20,0.0001
TEAGUE,20,0.0001
COURTNEY,20,0.0001
GUNN,20,0.0001
HO,20,0.0001
GREENWOOD,20,0.0001
CORREA,20,0.0001
REECE,20,0.0001
WESTON,20,0.0001
POE,20,0.0001
TRENT,20,0.0001
PINEDA,20,0.0001
PHIPPS,20,0.0001
FREY,20,0.0001
KAISER,20,0.0001
AMES,20,0.0001
PAIGE,20,0.0001
GUNTER,20,0.0001
SCHMITT,20,0.0001
MILLIGAN,20,0.0001
ESPINOSA,20,0.0001
CARLTON,20,0.0001
BOWDEN,20,0.0001
VICKERS,20,0.0001
LOWRY,20,0.0001
PRITCHARD,20,0.0001
COSTELLO,20,0.0001
PIPER,18,0.00009
MCCLELLAN,18,0.00009
LOVELL,18,0.00009
DREW,18,0.00009
SHEEHAN,18,0.00009
QUICK,18,0.00009
HATCH,18,0.00009
DOBSON,18,0.00009
SINGH,18,0.00009
JEFFRIES,18,0.00009
HOLLINGSWORTH,18,0.00009
SORENSEN,18,0.00009
MEZA,18,0.00009
FINK,18,0.00009
DONNELLY,18,0.00009
BURRELL,18,0.00009
BRUNO,18,0.00009
TOMLINSON,18,0.00009
COLBERT,18,0.00009
BILLINGS,18,0.00009
RITCHIE,18,0.00009
HELTON,18,0.00009
SUTHERLAND,18,0.00009
PEOPLES,18,0.00009
MCQUEEN,18,0.00009
GASTON,18,0.00009
THOMASON,18,0.00009
MCKINLEY,18,0.00009
GIVENS,18,0.00009
CROCKER,18,0.00009
VOGEL,18,0.00009
ROBISON,18,0.00009
DUNHAM,18,0.00009
COKER,18,0.00009
SWARTZ,18,0.00009
KEYS,18,0.00009
LILLY,18,0.00009
LADNER,18,0.00009
HANNAH,18,0.00009
WILLARD,18,0.00009
RICHTER,18,0.00009
HARGROVE,18,0.00009
EDMONDS,18,0.00009
BRANTLEY,18,0.00009
ALBRIGHT,18,0.00009
MURDOCK,18,0.00009
BOSWELL,18,0.00009
MULLER,18,0.00009
QUINTERO,18,0.00009
PADGETT,18,0.00009
KENNEY,18,0.00009
DALY,18,0.00009
CONNOLLY,18,0.00009
PIERRE,18,0.00009
INMAN,18,0.00009
QUINTANA,18,0.00009
LUND,18,0.00009
BARNARD,18,0.00009
VILLEGAS,18,0.00009
SIMONS,18,0.00009
LAND,18,0.00009
HUGGINS,18,0.00009
TIDWELL,18,0.00009
SANDERSON,18,0.00009
BULLARD,18,0.00009
MCCLENDON,18,0.00009
DUARTE,18,0.00009
DRAPER,18,0.00009
MEREDITH,18,0.00009
MARRERO,18,0.00009
DWYER,18,0.00009
ABRAMS,18,0.00009
STOVER,18,0.00009
GOODE,18,0.00009
FRASER,18,0.00009
CREWS,18,0.00009
BERNAL,18,0.00009
SMILEY,18,0.00009
GODWIN,18,0.00009
FISH,18,0.00009
CONKLIN,18,0.00009
MCNEAL,18,0.00009
BACA,18,0.00009
ESPARZA,18,0.00009
CROWDER,18,0.00009
BOWER,18,0.00009
NICHOLAS,18,0.00009
CHUNG,18,0.00009
BREWSTER,18,0.00009
MCNEILL,18,0.00009
DICK,18,0.00009
RODRIGUES,18,0.00009
LEAL,18,0.00009
COATES,18,0.00009
RAINES,18,0.00009
MCCAIN,18,0.00009
MCCORD,18,0.00009
MINER,18,0.00009
HOLBROOK,18,0.00009
SWIFT,18,0.00009
DUKES,18,0.00009
CARLISLE,18,0.00009
ALDRIDGE,18,0.00009
ACKERMAN,18,0.00009
STARKS,18,0.00009
RICKS,18,0.00009
HOLLIDAY,18,0.00009
FERRIS,18,0.00009
HAIRSTON,18,0.00009
SHEFFIELD,18,0.00009
LANGE,18,0.00009
FOUNTAIN,18,0.00009
MARINO,18,0.00009
DOSS,18,0.00009
BETTS,18,0.00009
KAPLAN,18,0.00009
CARMICHAEL,18,0.00009
BLOOM,18,0.00009
RUFFIN,18,0.00009
PENN,18,0.00009
KERN,18,0.00009
BOWLES,18,0.00009
SIZEMORE,18,0.00009
LARKIN,18,0.00009
DUPREE,18,0.00009
JEWELL,18,0.00009
SILVER,18,0.00009
SEALS,18,0.00009
METCALF,18,0.00009
HUTCHISON,18,0.00009
HENLEY,18,0.00009
FARR,18,0.00009
CASTLE,18,0.00009
MCCAULEY,18,0.00009
HANKINS,18,0.00009
GUSTAFSON,18,0.00009
DEAL,18,0.00009
CURRAN,18,0.00009
ASH,18,0.00009
WADDELL,18,0.00009
RAMEY,18,0.00009
CATES,18,0.00009
POLLOCK,18,0.00009
MAJOR,18,0.00009
IRVIN,18,0.00009
CUMMINS,18,0.00009
MESSER,18,0.00009
HELLER,18,0.00009
DEWITT,18,0.00009
LIN,18,0.00009
FUNK,18,0.00009
CORNETT,18,0.00009
PALACIOS,18,0.00009
GALINDO,18,0.00009
CANO,18,0.00009
HATHAWAY,18,0.00009
SINGER,16,0.00008
PHAM,16,0.00008
ENRIQUEZ,16,0.00008
AARON,16,0.00008
SALGADO,16,0.00008
PELLETIER,16,0.00008
PAINTER,16,0.00008
WISEMAN,16,0.00008
BLOUNT,16,0.00008
HAND,16,0.00008
FELICIANO,16,0.00008
TEMPLE,16,0.00008
HOUSER,16,0.00008
DOHERTY,16,0.00008
MEAD,16,0.00008
MCGRAW,16,0.00008
TONEY,16,0.00008
SWAN,16,0.00008
MELVIN,16,0.00008
CAPPS,16,0.00008
BLANCO,16,0.00008
BLACKMON,16,0.00008
WESLEY,16,0.00008
THOMSON,16,0.00008
MCMANUS,16,0.00008
FAIR,16,0.00008
BURKETT,16,0.00008
POST,16,0.00008
GLEASON,16,0.00008
RUDOLPH,16,0.00008
OTT,16,0.00008
DICKENS,16,0.00008
CORMIER,16,0.00008
VOSS,16,0.00008
RUSHING,16,0.00008
ROSENBERG,16,0.00008
HURD,16,0.00008
DUMAS,16,0.00008
BENITEZ,16,0.00008
ARELLANO,16,0.00008
STORY,16,0.00008
MARIN,16,0.00008
CAUDILL,16,0.00008
BRAGG,16,0.00008
JARAMILLO,16,0.00008
HUERTA,16,0.00008
GIPSON,16,0.00008
COLVIN,16,0.00008
BIGGS,16,0.00008
VELA,16,0.00008
PLATT,16,0.00008
CASSIDY,16,0.00008
TOMPKINS,16,0.00008
MCCOLLUM,16,0.00008
KAY,16,0.00008
GABRIEL,16,0.00008
DOLAN,16,0.00008
DALEY,16,0.00008
CRUMP,16,0.00008
STREET,16,0.00008
SNEED,16,0.00008
KILGORE,16,0.00008
GROVE,16,0.00008
GRIMM,16,0.00008
DAVISON,16,0.00008
BRUNSON,16,0.00008
PRATER,16,0.00008
MARCUM,16,0.00008
DEVINE,16,0.00008
KYLE,16,0.00008
DODGE,16,0.00008
STRATTON,16,0.00008
ROSAS,16,0.00008
CHOI,16,0.00008
TRIPP,16,0.00008
LEDBETTER,16,0.00008
LAY,16,0.00008
HIGHTOWER,16,0.00008
HAYWOOD,16,0.00008
FELDMAN,16,0.00008
EPPS,16,0.00008
YEAGER,16,0.00008
POSEY,16,0.00008
SYLVESTER,16,0.00008
SCRUGGS,16,0.00008
COPE,16,0.00008
STUBBS,16,0.00008
RICHEY,16,0.00008
OVERTON,16,0.00008
TROTTER,16,0.00008
SPRAGUE,16,0.00008
CORDERO,16,0.00008
BUTCHER,16,0.00008
BURGER,16,0.00008
STILES,16,0.00008
BURGOS,16,0.00008
WOODSON,16,0.00008
HORNER,16,0.00008
BASSETT,16,0.00008
PURCELL,16,0.00008
HASKINS,16,0.00008
GEE,16,0.00008
AKINS,16,0.00008
ABRAHAM,16,0.00008
HOYT,16,0.00008
ZIEGLER,16,0.00008
SPAULDING,16,0.00008
HADLEY,16,0.00008
GRUBBS,16,0.00008
SUMNER,16,0.00008
MURILLO,16,0.00008
ZAVALA,16,0.00008
SHOOK,16,0.00008
LOCKWOOD,16,0.00008
JARRETT,16,0.00008
DRISCOLL,16,0.00008
DAHL,16,0.00008
THORPE,16,0.00008
SHERIDAN,16,0.00008
REDMOND,16,0.00008
PUTNAM,16,0.00008
MCWILLIAMS,16,0.00008
MCRAE,16,0.00008
CORNELL,16,0.00008
FELTON,16,0.00008
ROMANO,16,0.00008
JOINER,16,0.00008
SADLER,16,0.00008
HEDRICK,16,0.00008
HAGER,16,0.00008
HAGEN,16,0.00008
FITCH,16,0.00008
COULTER,16,0.00008
THACKER,16,0.00008
MANSFIELD,16,0.00008
LANGSTON,16,0.00008
GUIDRY,16,0.00008
FERREIRA,16,0.00008
CORLEY,16,0.00008
CONN,16,0.00008
ROSSI,16,0.00008
LACKEY,16,0.00008
CODY,16,0.00008
BAEZ,16,0.00008
SAENZ,16,0.00008
MCNAMARA,16,0.00008
DARNELL,16,0.00008
MICHEL,16,0.00008
MCMULLEN,16,0.00008
MCKENNA,16,0.00008
MCDONOUGH,16,0.00008
LINK,16,0.00008
ENGEL,16,0.00008
BROWNE,16,0.00008
ROPER,16,0.00008
PEACOCK,16,0.00008
EUBANKS,16,0.00008
DRUMMOND,16,0.00008
STRINGER,16,0.00008
PRITCHETT,16,0.00008
PARHAM,16,0.00008
MIMS,16,0.00008
LANDERS,16,0.00008
HAM,16,0.00008
GRAYSON,16,0.00008
STACY,16,0.00008
SCHAFER,16,0.00008
EGAN,16,0.00008
TIMMONS,16,0.00008
OHARA,16,0.00008
KEEN,16,0.00008
HAMLIN,16,0.00008
FINN,16,0.00008
CORTES,16,0.00008
MCNAIR,16,0.00008
LOUIS,16,0.00008
CLIFFORD,16,0.00008
NADEAU,16,0.00008
MOSELEY,16,0.00008
MICHAUD,16,0.00008
ROSEN,16,0.00008
OAKES,16,0.00008
KURTZ,16,0.00008
JEFFERS,16,0.00008
CALLOWAY,16,0.00008
BEAL,16,0.00008
BAUTISTA,16,0.00008
WINN,16,0.00008
SUGGS,16,0.00008
STERN,16,0.00008
STAPLETON,16,0.00008
LYLES,16,0.00008
LAIRD,16,0.00008
MONTANO,16,0.00008
DIAMOND,16,0.00008
DAWKINS,16,0.00008
ROLAND,16,0.00008
HAGAN,16,0.00008
GOLDMAN,16,0.00008
BRYSON,16,0.00008
BARAJAS,16,0.00008
LOVETT,16,0.00008
SEGURA,16,0.00008
METZ,16,0.00008
LOCKETT,16,0.00008
LANGFORD,16,0.00008
HINSON,16,0.00008
EASTMAN,16,0.00008
ROCK,16,0.00008
HOOKS,16,0.00008
WOODY,14,0.00007
SMALLWOOD,14,0.00007
SHAPIRO,14,0.00007
CROWELL,14,0.00007
WHALEN,14,0.00007
TRIPLETT,14,0.00007
HOOKER,14,0.00007
CHATMAN,14,0.00007
ALDRICH,14,0.00007
CAHILL,14,0.00007
YOUNGBLOOD,14,0.00007
YBARRA,14,0.00007
STALLINGS,14,0.00007
SHEETS,14,0.00007
SAMUEL,14,0.00007
REEDER,14,0.00007
PERSON,14,0.00007
PACK,14,0.00007
LACEY,14,0.00007
CONNELLY,14,0.00007
BATEMAN,14,0.00007
ABERNATHY,14,0.00007
WINKLER,14,0.00007
WILKES,14,0.00007
MASTERS,14,0.00007
HACKETT,14,0.00007
GRANGER,14,0.00007
GILLIS,14,0.00007
SCHMITZ,14,0.00007
SAPP,14,0.00007
NAPIER,14,0.00007
SOUZA,14,0.00007
LANIER,14,0.00007
GOMES,14,0.00007
WEIR,14,0.00007
OTERO,14,0.00007
LEDFORD,14,0.00007
BURROUGHS,14,0.00007
BABCOCK,14,0.00007
VENTURA,14,0.00007
SIEGEL,14,0.00007
DUGAN,14,0.00007
CLINTON,14,0.00007
CHRISTIE,14,0.00007
BLEDSOE,14,0.00007
ATWOOD,14,0.00007
WRAY,14,0.00007
VARNER,14,0.00007
SPANGLER,14,0.00007
OTTO,14,0.00007
ANAYA,14,0.00007
STALEY,14,0.00007
KRAFT,14,0.00007
FOURNIER,14,0.00007
EDDY,14,0.00007
BELANGER,14,0.00007
WOLFF,14,0.00007
THORNE,14,0.00007
BYNUM,14,0.00007
BURNETTE,14,0.00007
BOYKIN,14,0.00007
SWENSON,14,0.00007
PURVIS,14,0.00007
PINA,14,0.00007
KHAN,14,0.00007
DUVALL,14,0.00007
DARBY,14,0.00007
XIONG,14,0.00007
KAUFFMAN,14,0.00007
ALI,14,0.00007
YU,14,0.00007
HEALY,14,0.00007
ENGLE,14,0.00007
CORONA,14,0.00007
BENOIT,14,0.00007
VALLE,14,0.00007
STEINER,14,0.00007
SPICER,14,0.00007
SHAVER,14,0.00007
RANDLE,14,0.00007
LUNDY,14,0.00007
DOW,14,0.00007
CHIN,14,0.00007
CALVERT,14,0.00007
STATON,14,0.00007
NEFF,14,0.00007
KEARNEY,14,0.00007
DARDEN,14,0.00007
OAKLEY,14,0.00007
MEDEIROS,14,0.00007
MCCRACKEN,14,0.00007
CRENSHAW,14,0.00007
BLOCK,14,0.00007
BEAVER,14,0.00007
PERDUE,14,0.00007
DILL,14,0.00007
WHITTAKER,14,0.00007
TOBIN,14,0.00007
CORNELIUS,14,0.00007
WASHBURN,14,0.00007
HOGUE,14,0.00007
GOODRICH,14,0.00007
EASLEY,14,0.00007
BRAVO,14,0.00007
DENNISON,14,0.00007
VERA,14,0.00007
SHIPLEY,14,0.00007
KERNS,14,0.00007
JORGENSEN,14,0.00007
CRAIN,14,0.00007
ABEL,14,0.00007
VILLALOBOS,14,0.00007
MAURER,14,0.00007
LONGORIA,14,0.00007
KEENE,14,0.00007
COON,14,0.00007
SIERRA,14,0.00007
WITHERSPOON,14,0.00007
STAPLES,14,0.00007
PETTIT,14,0.00007
KINCAID,14,0.00007
EASON,14,0.00007
MADRID,14,0.00007
ECHOLS,14,0.00007
LUSK,14,0.00007
WU,14,0.00007
STAHL,14,0.00007
CURRIE,14,0.00007
THAYER,14,0.00007
SHULTZ,14,0.00007
SHERWOOD,14,0.00007
MCNALLY,14,0.00007
SEAY,14,0.00007
NORTH,14,0.00007
MAHER,14,0.00007
KENNY,14,0.00007
HOPE,14,0.00007
GAGNE,14,0.00007
BARROW,14,0.00007
NAVA,14,0.00007
MYLES,14,0.00007
MORELAND,14,0.00007
HONEYCUTT,14,0.00007
HEARN,14,0.00007
DIGGS,14,0.00007
CARON,14,0.00007
WHITTEN,14,0.00007
WESTBROOK,14,0.00007
STOVALL,14,0.00007
RAGLAND,14,0.00007
QUEEN,14,0.00007
MUNSON,14,0.00007
MEIER,14,0.00007
LOONEY,14,0.00007
KIMBLE,14,0.00007
JOLLY,14,0.00007
HOBSON,14,0.00007
LONDON,14,0.00007
GODDARD,14,0.00007
CULVER,14,0.00007
BURR,14,0.00007
PRESLEY,14,0.00007
NEGRON,14,0.00007
CONNELL,14,0.00007
TOVAR,14,0.00007
MARCUS,14,0.00007
HUDDLESTON,14,0.00007
HAMMER,14,0.00007
ASHBY,14,0.00007
SALTER,14,0.00007
ROOT,14,0.00007
PENDLETON,14,0.00007
OLEARY,14,0.00007
NICKERSON,14,0.00007
MYRICK,14,0.00007
JUDD,14,0.00007
JACOBSEN,14,0.00007
ELLIOT,14,0.00007
BAIN,14,0.00007
ADAIR,14,0.00007
STARNES,14,0.00007
SHELDON,14,0.00007
MATOS,14,0.00007
LIGHT,14,0.00007
BUSBY,14,0.00007
HERNDON,14,0.00007
HANLEY,14,0.00007
BELLAMY,14,0.00007
JACK,14,0.00007
DOTY,14,0.00007
BARTLEY,14,0.00007
YAZZIE,14,0.00007
ROWELL,14,0.00007
PARSON,14,0.00007
GIFFORD,14,0.00007
CULLEN,14,0.00007
CHRISTIANSEN,14,0.00007
BENAVIDES,14,0.00007
BARNHART,14,0.00007
TALBOT,14,0.00007
MOCK,14,0.00007
CRANDALL,14,0.00007
CONNORS,14,0.00007
BONDS,14,0.00007
WHITT,14,0.00007
GAGE,14,0.00007
BERGMAN,14,0.00007
ARREDONDO,14,0.00007
ADDISON,14,0.00007
MARION,14,0.00007
LUJAN,14,0.00007
DOWDY,14,0.00007
JERNIGAN,14,0.00007
HUYNH,14,0.00007
BOUCHARD,14,0.00007
DUTTON,14,0.00007
RHOADES,14,0.00007
OUELLETTE,14,0.00007
KISER,14,0.00007
RUBIN,14,0.00007
HERRINGTON,14,0.00007
HARE,14,0.00007
DENNY,14,0.00007
BLACKMAN,14,0.00007
BABB,14,0.00007
ALLRED,14,0.00007
RUDD,14,0.00007
PAULSON,14,0.00007
OGDEN,14,0.00007
KOENIG,14,0.00007
JACOB,14,0.00007
IRVING,14,0.00007
GEIGER,14,0.00007
BEGAY,14,0.00007
PARRA,14,0.00007
CHAMPION,14,0.00007
LASSITER,14,0.00007
HAWK,14,0.00007
ESPOSITO,14,0.00007
CHO,14,0.00007
WALDRON,14,0.00007
VERNON,14,0.00007
RANSOM,14,0.00007
PRATHER,14,0.00007
KEENAN,14,0.00007
JEAN,14,0.00007
GROVER,14,0.00007
CHACON,14,0.00007
VICK,14,0.00007
SANDS,14,0.00007
ROARK,14,0.00007
PARR,14,0.00007
MAYBERRY,14,0.00007
GREENBERG,14,0.00007
COLEY,14,0.00007
BRUNER,14,0.00007
WHITMAN,14,0.00007
SKAGGS,14,0.00007
SHIPMAN,14,0.00007
MEANS,14,0.00007
LEARY,14,0.00007
HUTTON,14,0.00007
ROMO,14,0.00007
MEDRANO,14,0.00007
LADD,14,0.00007
KRUSE,14,0.00007
FRIEND,14,0.00007
DARLING,14,0.00007
ASKEW,14,0.00007
VALENTIN,14,0.00007
SCHULZ,14,0.00007
ALFARO,14,0.00007
TABOR,14,0.00007
MOHR,14,0.00007
GALLO,14,0.00007
BERMUDEZ,14,0.00007
PEREIRA,14,0.00007
ISAAC,14,0.00007
BLISS,14,0.00007
REAVES,12,0.00006
FLINT,12,0.00006
COMER,12,0.00006
BOSTON,12,0.00006
WOODALL,12,0.00006
NAQUIN,12,0.00006
GUEVARA,12,0.00006
EARL,12,0.00006
DELONG,12,0.00006
CARRIER,12,0.00006
PICKENS,12,0.00006
BRAND,12,0.00006
TILLEY,12,0.00006
SCHAFFER,12,0.00006
READ,12,0.00006
LIM,12,0.00006
KNUTSON,12,0.00006
FENTON,12,0.00006
DORAN,12,0.00006
CHU,12,0.00006
VOGT,12,0.00006
VANN,12,0.00006
